PREDICTIT_ID,PREDICTIT_CONTRACT_ID,IMAGE,END_DATE,CONTRACT_NAME,CONTRACT_STATUS_NAME,CONTRACT_SHORT_NAME,LAST_TRADE_PRICE,BEST_BUY_YES_COST,BEST_BUY_NO_COST,BEST_SELL_YES_COST,BEST_SELL_NO_COST,LAST_CLOSE_PRICE
7576,28277,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.17,0.2,0.82,0.18,0.8,0.19
7576,28278,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.84,0.85,0.18,0.82,0.15,0.81
7053,28287,""https://az620379.vo.msecnd.net/images/Contracts/small_97751cff-caca-40c3-8d44-2aa9c672832c.png"",""NA"",""Glenn Youngkin"",""Open"",""Youngkin"",0.04,0.04,0.97,0.03,0.96,0.03
7057,28288,""https://az620379.vo.msecnd.net/images/Contracts/small_ec55b431-9c26-4d8d-807c-1917dc4d612a.jpg"",""NA"",""Sherrod Brown"",""Open"",""Brown"",0.02,0.02,0.99,0.01,0.98,0.01
7057,28289,""https://az620379.vo.msecnd.net/images/Contracts/small_f646ee92-fe02-4850-bef9-358c4e1c59d1.jpg"",""NA"",""Stacey Abrams"",""Open"",""Abrams"",0.03,0.04,0.97,0.03,0.96,0.03
7580,28301,""https://az620379.vo.msecnd.net/images/Contracts/small_5ec26d95-b3bf-477f-82c7-3c9abc804410.jpg"",""NA"",""Mike Dunleavy"",""Open"",""Dunleavy"",0.88,0.88,0.13,0.87,0.12,0.88
7580,28302,""https://az620379.vo.msecnd.net/images/Contracts/small_5ec26d95-b3bf-477f-82c7-3c9abc804410.jpg"",""NA"",""Natasha Von Imhof"",""Open"",""Von Imhof"",0.01,0.01,null,null,0.99,0.01
7580,28303,""https://az620379.vo.msecnd.net/images/Contracts/small_5ec26d95-b3bf-477f-82c7-3c9abc804410.jpg"",""NA"",""Les Gara"",""Open"",""Gara"",0.03,0.04,0.97,0.03,0.96,0.03
7580,28304,""https://az620379.vo.msecnd.net/images/Contracts/small_5ec26d95-b3bf-477f-82c7-3c9abc804410.jpg"",""NA"",""Bill Walker"",""Open"",""Walker"",0.09,0.11,0.9,0.1,0.89,0.09
7580,28305,""https://az620379.vo.msecnd.net/images/Contracts/small_5ec26d95-b3bf-477f-82c7-3c9abc804410.jpg"",""NA"",""Mark Begich"",""Open"",""Begich"",0.01,0.01,null,null,0.99,0.01
7258,28326,""https://az620379.vo.msecnd.net/images/Contracts/small_c440fc63-b18e-42c8-b0c1-7571e590b692.png"",""NA"",""Frank Edelblut"",""Open"",""Edelblut"",0.01,0.01,null,null,0.99,0.01
7258,28327,""https://az620379.vo.msecnd.net/images/Contracts/small_fb5e478e-2c11-45cd-85a8-c53b10c9202c.png"",""NA"",""Scott Brown"",""Open"",""Brown"",0.01,0.01,null,null,0.99,0.01
7258,28329,""https://az620379.vo.msecnd.net/images/Contracts/small_c3568c4a-4610-49d3-9892-d405a45b2951.png"",""NA"",""Matt Mowers"",""Open"",""Mowers"",0.01,0.01,null,null,0.99,0.01
7586,28330,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""47"",""Open"",""47"",0.09,0.09,0.92,0.08,0.91,0.08
7586,28331,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""46 or fewer"",""Open"",""46 or fewer"",0.07,0.08,0.93,0.07,0.92,0.08
7586,28332,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""50"",""Open"",""50"",0.16,0.17,0.84,0.16,0.83,0.16
7586,28333,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""53"",""Open"",""53"",0.09,0.1,0.91,0.09,0.9,0.09
7586,28334,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""55"",""Open"",""55"",0.03,0.04,0.97,0.03,0.96,0.03
7586,28335,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""48"",""Open"",""48"",0.16,0.17,0.84,0.16,0.83,0.15
7586,28336,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""49"",""Open"",""49"",0.18,0.19,0.83,0.17,0.81,0.18
7586,28337,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""51"",""Open"",""51"",0.15,0.16,0.85,0.15,0.84,0.15
7586,28338,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""56 or more"",""Open"",""56 or more"",0.03,0.04,0.97,0.03,0.96,0.04
7586,28339,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""54"",""Open"",""54"",0.06,0.07,0.94,0.06,0.93,0.06
7586,28340,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""52"",""Open"",""52"",0.11,0.12,0.89,0.11,0.88,0.11
7590,28372,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.23,0.26,0.77,0.23,0.74,0.2
7590,28373,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.73,0.75,0.26,0.74,0.25,0.76
7595,28411,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.13,0.14,0.88,0.12,0.86,0.14
7595,28412,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.87,0.88,0.13,0.87,0.12,0.87
7609,28493,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""NA"",""Republican"",""Open"",""Republican"",0.03,0.04,0.97,0.03,0.96,0.03
7609,28494,""https://az620379.vo.msecnd.net/images/Contracts/small_1ea28260-66ce-4e9d-8da4-f0eaa96c4319.jpg"",""NA"",""Independent"",""Open"",""Independent"",0.01,0.01,null,null,0.99,0.01
7609,28495,""https://az620379.vo.msecnd.net/images/Contracts/small_34d54d67-380f-474a-85e1-b8e764160897.jpg"",""NA"",""Democratic"",""Open"",""Democractic"",0.97,0.97,0.04,0.96,0.03,0.97
7326,28496,""https://az620379.vo.msecnd.net/images/Contracts/small_99eec690-3b49-4e07-a369-4d86aa5a332a.png"",""NA"",""Jim Banks"",""Open"",""Banks"",0.01,0.02,0.99,0.01,0.98,0.01
7258,28534,""https://az620379.vo.msecnd.net/images/Contracts/small_f6364437-49c6-48af-a7cc-4226e098cc96.png"",""NA"",""Chuck Morse"",""Open"",""Morse"",0.21,0.21,0.85,0.15,0.79,0.16
7617,28536,""https://az620379.vo.msecnd.net/images/Contracts/small_45140d66-f6d8-433e-82f2-27f2e468063d.png"",""NA"",""Will any incumbent senator lose a primary?"",""Open"",""Any incumbent senator loses primary?"",0.02,0.02,0.99,0.01,0.98,0.02
7257,28550,""https://az620379.vo.msecnd.net/images/Contracts/small_455aba92-51c5-47ad-acaf-23855cf053c1.jpg"",""NA"",""Marty Walsh"",""Open"",""Walsh"",0.01,0.01,null,null,0.99,0.01
7258,28572,""https://az620379.vo.msecnd.net/images/Contracts/small_40f3b736-7497-423f-9967-264becb80d35.jpg"",""NA"",""Corky Messner"",""Open"",""Messner"",0.01,0.01,null,null,0.99,0.01
7629,28600,""https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg"",""NA"",""Will Kamala Harris be on the 2024 Democratic ticket?"",""Open"",""Harris on 2024 Democratic ticket?"",0.5,0.5,0.51,0.49,0.5,0.5
7258,28607,""https://az620379.vo.msecnd.net/images/Contracts/small_40f3b736-7497-423f-9967-264becb80d35.jpg"",""NA"",""Phil Taub"",""Open"",""Taub"",0.01,0.01,null,null,0.99,0.01
7258,28608,""https://az620379.vo.msecnd.net/images/Contracts/small_40f3b736-7497-423f-9967-264becb80d35.jpg"",""NA"",""Bill Binnie"",""Open"",""Binnie"",0.01,0.01,null,null,0.99,0.01
7258,28609,""https://az620379.vo.msecnd.net/images/Contracts/small_40f3b736-7497-423f-9967-264becb80d35.jpg"",""NA"",""Frank Guinta"",""Open"",""Guinta"",0.01,0.01,null,null,0.99,0.01
7632,28613,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""23"",""Open"",""23"",0.02,0.02,0.99,0.01,0.98,0.02
7632,28614,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""22 or fewer"",""Open"",""22 or fewer"",0.01,0.02,0.99,0.01,0.98,0.01
7632,28615,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""26"",""Open"",""26"",0.16,0.18,0.83,0.17,0.82,0.16
7632,28616,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""29"",""Open"",""29"",0.11,0.12,0.89,0.11,0.88,0.11
7632,28617,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""31"",""Open"",""31"",0.06,0.07,0.94,0.06,0.93,0.06
7632,28618,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""24"",""Open"",""24"",0.03,0.04,0.97,0.03,0.96,0.03
7632,28619,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""25"",""Open"",""25"",0.12,0.13,0.9,0.1,0.87,0.12
7632,28620,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""27"",""Open"",""27"",0.15,0.17,0.85,0.15,0.83,0.15
7632,28621,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""32 or more"",""Open"",""32 or more"",0.1,0.11,0.9,0.1,0.89,0.1
7632,28622,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""30"",""Open"",""30"",0.11,0.12,0.89,0.11,0.88,0.11
7632,28623,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""2023-02-10T23:59:00"",""28"",""Open"",""28"",0.16,0.17,0.84,0.16,0.83,0.16
7456,28624,""https://az620379.vo.msecnd.net/images/Contracts/small_87412471-a5b6-4b74-bcc4-685106982248.jpg"",""NA"",""Pete Buttigieg"",""Open"",""Buttigieg"",0.08,0.08,0.93,0.07,0.92,0.07
7634,28636,""https://az620379.vo.msecnd.net/images/Contracts/small_7479c4a3-63f5-40f3-be14-ad94a3cbfa99.jpg"",""NA"",""Arizona"",""Open"",""Arizona"",0.09,0.1,0.91,0.09,0.9,0.1
7634,28637,""https://az620379.vo.msecnd.net/images/Contracts/small_4db5dc21-fce6-491d-9701-95beb908297a.png"",""NA"",""Florida"",""Open"",""Florida"",0.04,0.04,0.97,0.03,0.96,0.04
7634,28638,""https://az620379.vo.msecnd.net/images/Contracts/small_16c0c903-98d3-49df-b182-c349073860a7.png"",""NA"",""Missouri"",""Open"",""Missouri"",0.03,0.03,0.98,0.02,0.97,0.02
7634,28639,""https://az620379.vo.msecnd.net/images/Contracts/small_d93687ab-d758-4f5c-b4e4-c2be82faf90f.png"",""NA"",""Wisconsin"",""Open"",""Wisconsin"",0.13,0.14,0.87,0.13,0.86,0.13
7634,28640,""https://az620379.vo.msecnd.net/images/Contracts/small_5ca21e01-e9e5-4f07-b024-79ce47cbb40f.png"",""NA"",""Pennsylvania"",""Open"",""Pennsylvania"",0.09,0.1,0.91,0.09,0.9,0.09
7634,28641,""https://az620379.vo.msecnd.net/images/Contracts/small_8159ec2a-6042-4fb7-8b93-76aaa79f192d.jpg"",""NA"",""Georgia"",""Open"",""Georgia"",0.19,0.2,0.81,0.19,0.8,0.18
7634,28642,""https://az620379.vo.msecnd.net/images/Contracts/small_08c933df-9387-41bf-b4e3-c67d08c7b18c.jpg"",""NA"",""North Carolina"",""Open"",""North Carolina"",0.12,0.12,0.89,0.11,0.88,0.11
7634,28643,""https://az620379.vo.msecnd.net/images/Contracts/small_f6c77ee5-75fb-4831-95a8-ad1b8ec321fe.png"",""NA"",""Nevada"",""Open"",""Nevada"",0.15,0.16,0.85,0.15,0.84,0.15
7634,28644,""https://az620379.vo.msecnd.net/images/Contracts/small_adf194d1-6873-4f3a-870c-16726c633b2c.jpg"",""NA"",""New Hampshire"",""Open"",""New Hampshire"",0.07,0.08,0.93,0.07,0.92,0.08
7634,28645,""https://az620379.vo.msecnd.net/images/Contracts/small_93849bd9-97f9-45d0-8ebe-05afc0ea00a1.jpg"",""NA"",""Alaska"",""Open"",""Alaska"",0.03,0.04,0.97,0.03,0.96,0.04
7634,28646,""https://az620379.vo.msecnd.net/images/Contracts/small_33b47940-b8e5-4228-adf1-4a7738ba76ff.jpg"",""NA"",""Oregon"",""Open"",""Oregon"",0.02,0.03,0.98,0.02,0.97,0.02
7634,28656,""https://az620379.vo.msecnd.net/images/Contracts/small_83d4ad9f-6948-462a-833f-6d7c667626e7.jpg"",""NA"",""Colorado"",""Open"",""Colorado"",0.05,0.06,0.95,0.05,0.94,0.06
7634,28657,""https://az620379.vo.msecnd.net/images/Contracts/small_31710c69-f124-4dd0-93da-5c2618079bcd.png"",""NA"",""Ohio"",""Open"",""Ohio"",0.07,0.08,0.93,0.07,0.92,0.08
7636,28659,""https://az620379.vo.msecnd.net/images/Contracts/small_f239c547-38d4-4917-9256-1a984613a44c.png"",""NA"",""Mario Draghi"",""Open"",""Draghi"",0.02,0.02,0.99,0.01,0.98,0.01
7636,28660,""https://az620379.vo.msecnd.net/images/Contracts/small_443fecc6-16bf-4f1d-8ba7-608af9937873.jpg"",""NA"",""Olaf Scholz"",""Open"",""Scholz"",0.01,0.01,null,null,0.99,0.01
7636,28661,""https://az620379.vo.msecnd.net/images/Contracts/small_7e9ed8e6-f02c-455e-91ed-aca4af81dfd7.png"",""NA"",""Vladimir Putin"",""Open"",""Putin"",0.01,0.02,0.99,0.01,0.98,0.02
7636,28662,""https://az620379.vo.msecnd.net/images/Contracts/small_fca92a29-7c8f-4556-85b7-7e53da65f0e6.png"",""NA"",""Alexander Lukashenko"",""Open"",""Lukashenko"",0.01,0.01,null,null,0.99,0.01
7636,28663,""https://az620379.vo.msecnd.net/images/Contracts/small_5e2f6d6a-ca9a-4d23-a185-b484b4637bfc.png"",""NA"",""Pedro Sánchez"",""Open"",""Sánchez"",0.01,0.01,null,null,0.99,0.01
7636,28664,""https://az620379.vo.msecnd.net/images/Contracts/small_faee9a9c-332b-4923-931b-feeb6cbd54e2.png"",""NA"",""Mark Rutte"",""Open"",""Rutte"",0.01,0.01,null,null,0.99,0.01
7636,28665,""https://az620379.vo.msecnd.net/images/Contracts/small_00a3e783-50fb-47be-9867-66417eb25ed1.png"",""NA"",""Viktor Orbán"",""Open"",""Orbán"",0.01,0.01,null,null,0.99,0.01
7636,28666,""https://az620379.vo.msecnd.net/images/Contracts/small_9cd468f9-7d56-4d76-b89e-6c5c256b2afe.png"",""NA"",""Boris Johnson"",""Open"",""Johnson"",0.97,0.97,0.04,0.96,0.03,0.96
7636,28667,""https://az620379.vo.msecnd.net/images/Contracts/small_b415913c-8aa9-41a6-a1a1-9a4bbc104b7e.png"",""NA"",""Sanna Marin"",""Open"",""Marin"",0.01,0.01,null,null,0.99,0.01
7636,28668,""https://az620379.vo.msecnd.net/images/Contracts/small_86fb1082-763f-4e1d-b4b5-eadda7e406d7.png"",""NA"",""Emmanuel Macron"",""Open"",""Macron"",0.01,0.01,null,null,0.99,0.01
7639,28687,""https://az620379.vo.msecnd.net/images/Contracts/small_b198a332-2a40-43d1-b80a-8fdfd326140b.png"",""NA"",""1"",""Open"",""1"",0.38,0.37,0.65,0.35,0.63,0.38
7639,28688,""https://az620379.vo.msecnd.net/images/Contracts/small_b198a332-2a40-43d1-b80a-8fdfd326140b.png"",""NA"",""0"",""Open"",""0"",0.63,0.65,0.4,0.6,0.35,0.65
7639,28689,""https://az620379.vo.msecnd.net/images/Contracts/small_b198a332-2a40-43d1-b80a-8fdfd326140b.png"",""NA"",""4"",""Open"",""4"",0.01,0.01,null,null,0.99,0.01
7639,28690,""https://az620379.vo.msecnd.net/images/Contracts/small_b198a332-2a40-43d1-b80a-8fdfd326140b.png"",""NA"",""7"",""Open"",""7"",0.01,0.01,null,null,0.99,0.01
7639,28691,""https://az620379.vo.msecnd.net/images/Contracts/small_b198a332-2a40-43d1-b80a-8fdfd326140b.png"",""NA"",""9"",""Open"",""9"",0.01,0.01,null,null,0.99,0.01
7639,28692,""https://az620379.vo.msecnd.net/images/Contracts/small_b198a332-2a40-43d1-b80a-8fdfd326140b.png"",""NA"",""2"",""Open"",""2"",0.03,0.02,0.99,0.01,0.98,0.03
7639,28693,""https://az620379.vo.msecnd.net/images/Contracts/small_b198a332-2a40-43d1-b80a-8fdfd326140b.png"",""NA"",""3"",""Open"",""3"",0.01,0.01,null,null,0.99,0.01
7639,28694,""https://az620379.vo.msecnd.net/images/Contracts/small_b198a332-2a40-43d1-b80a-8fdfd326140b.png"",""NA"",""5"",""Open"",""5"",0.01,0.01,null,null,0.99,0.01
7639,28695,""https://az620379.vo.msecnd.net/images/Contracts/small_b198a332-2a40-43d1-b80a-8fdfd326140b.png"",""NA"",""10 or more"",""Open"",""10 or more"",0.01,0.01,null,null,0.99,0.01
7639,28696,""https://az620379.vo.msecnd.net/images/Contracts/small_b198a332-2a40-43d1-b80a-8fdfd326140b.png"",""NA"",""8"",""Open"",""8"",0.01,0.01,null,null,0.99,0.01
7639,28697,""https://az620379.vo.msecnd.net/images/Contracts/small_b198a332-2a40-43d1-b80a-8fdfd326140b.png"",""NA"",""6"",""Open"",""6"",0.01,0.01,null,null,0.99,0.01
7642,28709,""https://az620379.vo.msecnd.net/images/Contracts/small_2aec6b58-1a1a-4aa7-9965-13ea5c3acc33.jpg"",""2022-12-31T23:59:00"",""Will Joe Biden issue a veto before 2023?"",""Open"",""Biden issues a veto before 2023?"",0.03,0.03,0.98,0.02,0.97,0.03
7652,28776,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.28,0.3,0.72,0.28,0.7,0.3
7652,28777,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.74,0.74,0.28,0.72,0.26,0.7
7659,28825,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.07,0.07,0.95,0.05,0.93,0.05
7659,28826,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.94,0.94,0.07,0.93,0.06,0.94
7673,28898,""https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg"",""2022-12-31T23:59:00"",""16 or 17 votes"",""Open"",""16 or 17 votes"",0.17,0.18,0.83,0.17,0.82,0.17
7673,28899,""https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg"",""2022-12-31T23:59:00"",""12 or 13 votes"",""Open"",""12 or 13 votes"",0.17,0.18,0.83,0.17,0.82,0.16
7673,28900,""https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg"",""2022-12-31T23:59:00"",""4 or 5 votes"",""Open"",""4 or 5 votes"",0.01,0.01,null,null,0.99,0.01
7673,28901,""https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg"",""2022-12-31T23:59:00"",""3 or fewer votes"",""Open"",""3 or fewer"",0.01,0.01,null,null,0.99,0.01
7673,28902,""https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg"",""2022-12-31T23:59:00"",""14 or 15 votes"",""Open"",""14 or 15 votes"",0.19,0.19,0.82,0.18,0.81,0.19
7673,28903,""https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg"",""2022-12-31T23:59:00"",""6 or 7 votes"",""Open"",""6 or 7 votes"",0.01,0.01,null,null,0.99,0.01
7673,28904,""https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg"",""2022-12-31T23:59:00"",""8 or 9 votes"",""Open"",""8 or 9 votes"",0.01,0.01,null,null,0.99,0.01
7673,28905,""https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg"",""2022-12-31T23:59:00"",""10 or 11 votes"",""Open"",""10 or 11 votes"",0.1,0.1,0.91,0.09,0.9,0.1
7673,28906,""https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg"",""2022-12-31T23:59:00"",""18 or 19 votes"",""Open"",""18 or 19 votes"",0.14,0.15,0.86,0.14,0.85,0.16
7673,28907,""https://az620379.vo.msecnd.net/images/Contracts/small_42e624ca-be5f-4c3e-8939-86bb42b0314d.jpg"",""2022-12-31T23:59:00"",""20 or more"",""Open"",""20 or more"",0.21,0.24,0.79,0.21,0.76,0.23
7685,28982,""https://az620379.vo.msecnd.net/images/Contracts/small_df8a4623-7f44-449a-b9a2-5262e0bbf4ec.jpg"",""NA"",""Charlie Crist"",""Open"",""Crist"",0.92,0.92,0.1,0.9,0.08,0.88
7685,28983,""https://az620379.vo.msecnd.net/images/Contracts/small_e8450a5e-eb91-472f-8295-19753657453b.jpg"",""NA"",""Nikki Fried"",""Open"",""Fried"",0.08,0.1,0.92,0.08,0.9,0.14
7685,28984,""https://az620379.vo.msecnd.net/images/Contracts/small_1040f96d-7aea-477b-a10f-e1b5b561396c.png"",""NA"",""Annette Taddeo"",""Open"",""Taddeo"",0.01,0.01,null,null,0.99,0.01
7692,29018,""https://az620379.vo.msecnd.net/images/Contracts/small_72306a5f-20ab-468f-b8de-286cab45d25b.png"",""2022-12-31T23:59:00"",""Will the Senate break legislative filibuster with less than 3/5 support in 2022?"",""Open"",""Three-fifths filibuster ends in 2022?"",0.05,0.06,0.96,0.04,0.94,0.05
7693,29021,""https://az620379.vo.msecnd.net/images/Contracts/b76d954b-acba-45ac-a36a-f7e7baceaf6f.jpg"",""2022-12-31T16:59:00"",""Will Israel hold a national election for Knesset in 2022?"",""Open"",""New Israeli elections in 2022?"",0.98,0.98,0.03,0.97,0.02,0.96
7697,29043,""https://az620379.vo.msecnd.net/images/Contracts/small_3e9e4e5e-1730-40ad-86fe-6b86a7735069.png"",""2022-12-31T23:59:00"",""Will Rochelle Walensky remain CDC director through the end of the year?"",""Open"",""Walensky CDC director through 2022?"",0.92,0.93,0.08,0.92,0.07,0.92
7702,29077,""https://az620379.vo.msecnd.net/images/Contracts/small_ede9b57c-dd8a-4c19-bea5-fad7e03a04cb.jpg"",""2022-12-31T23:59:00"",""Will Anthony Fauci remain NIAID director through the end of the year?"",""Open"",""Fauci NIAID director through 2022?"",0.88,0.89,0.13,0.87,0.11,0.88
7704,29080,""https://az620379.vo.msecnd.net/images/Contracts/small_8d012e78-5099-4e10-93e5-8511fd7768aa.png"",""NA"",""Republican"",""Open"",""Republican"",0.94,0.94,0.07,0.93,0.06,0.95
7704,29081,""https://az620379.vo.msecnd.net/images/Contracts/small_d50cf59e-887c-4698-b76f-c232b24651c0.png"",""NA"",""Democratic"",""Open"",""Democratic"",0.06,0.07,0.94,0.06,0.93,0.05
7715,29137,""https://az620379.vo.msecnd.net/images/Contracts/small_db58b806-371f-4a71-9255-43cef921d5f3.jpg"",""2022-09-01T23:59:00"",""Will Trump be charged with a crime in Georgia by Sept. 1?"",""Open"",""Georgia indicts Trump by Sept. 1?"",0.02,0.03,0.98,0.02,0.97,0.02
7729,29260,""https://az620379.vo.msecnd.net/images/Contracts/small_14174db2-5431-4f81-942f-5893a13f79d9.png"",""2022-12-31T23:59:00"",""Will marijuana be rescheduled under the Controlled Substances Act in 2022?"",""Open"",""Marijuana federally rescheduled in 2022?"",0.09,0.09,0.93,0.07,0.91,0.09
7735,29284,""https://az620379.vo.msecnd.net/images/Contracts/small_44ed300a-d650-4205-b219-c39bf84f7b03.jpg"",""NA"",""Max Rose"",""Open"",""Rose"",0.99,0.99,0.02,0.98,0.01,0.99
7735,29285,""https://az620379.vo.msecnd.net/images/Contracts/small_5799fbae-2f97-44cf-bc7f-ab7c245ec675.jpg"",""NA"",""Bill de Blasio"",""Open"",""de Blasio"",0.01,0.01,null,null,0.99,0.01
7735,29286,""https://az620379.vo.msecnd.net/images/Contracts/small_78b1f4c5-868f-4f33-898f-1a35b6be24df.jpg"",""NA"",""B. Ramos DeBarros"",""Open"",""DeBarros"",0.02,0.02,0.99,0.01,0.98,0.02
7735,29288,""https://az620379.vo.msecnd.net/images/Contracts/small_b07d54f6-6ef5-48b5-9c13-8e26666ed277.jpg"",""NA"",""Kathryn Garcia"",""Open"",""Garcia"",0.01,0.01,null,null,0.99,0.01
7735,29289,""https://az620379.vo.msecnd.net/images/Contracts/small_bd322f9d-8daf-49cd-bb8a-a2d35d5b2097.png"",""NA"",""Jumaane Williams"",""Open"",""Williams"",0.01,0.01,null,null,0.99,0.01
7534,29319,""https://az620379.vo.msecnd.net/images/Contracts/small_32352689-2241-4c9a-ad07-11aaf9a6081d.png"",""NA"",""Rick Caruso"",""Open"",""Caruso"",0.2,0.2,0.81,0.19,0.8,0.2
7749,29370,""https://az620379.vo.msecnd.net/images/Contracts/small_0876890d-22c8-4a07-b9dd-7719754eee7e.jpg"",""NA"",""Republican"",""Open"",""Republican"",0.05,0.05,0.96,0.04,0.95,0.05
7749,29371,""https://az620379.vo.msecnd.net/images/Contracts/small_1ea28260-66ce-4e9d-8da4-f0eaa96c4319.jpg"",""NA"",""Independent"",""Open"",""Independent"",0.01,0.01,null,null,0.99,0.01
